Image 0: Predicted - Ancistrus, Actual - Ancistrus
Image 3173: Predicted - Sea Bass, Actual - Sea Bass
Image 3174: Predicted - Sea Bass, Actual - Sea Bass
Image 3175: Predicted - Sea Bass, Actual - Sea Bass
Image 3176: Predicted - Sea Bass, Actual - Sea Bass
Image 3177: Predicted - Sea Bass, Actual - Sea Bass
Image 3178: Predicted - Sea Bass, Actual - Sea Bass
Image 3179: Predicted - Sea Bass, Actual - Sea Bass
Image 3180: Predicted - Sea Bass, Actual - Sea Bass
Image 3181: Predicted - Sea Bass, Actual - Sea Bass
Image 3182: Predicted - Sea Bass, Actual - Sea Bass
Image 3183: Predicted - Shrimp, Actual - Shrimp
Image 3184: Predicted - Shrimp, Actual - Shrimp
Image 3185: Predicted - Shrimp, Actual - Shrimp
Image 3186: Predicted - Shrimp, Actual - Shrimp
Image 3187: Predicted - Shrimp, Actual - Shrimp
Image 3188: Predicted - Shrimp, Actual - Shrimp
Image 3189: Predicted - Shrimp, Actual - Shrimp
Image 3190: Predicted - Shrimp, Actual - Shrimp
Image 3191: Predicted - Shrimp, Actual - Shrimp
Image 3192: Predicted - Shrimp, Actual - Shrimp
Image 3193: Predicted - Shrimp, Actual - Shrimp
Image 3194: Predicted - Shrimp, Actual - Shrimp
Image 3195: Predicted - Shrimp, Actual - Shrimp
Image 3196: Predicted - Shrimp, Actual - Shrimp
Image 3197: Predicted - Shrimp, Actual - Shrimp
Image 3198: Predicted - Shrimp, Actual - Shrimp
Image 3199: Predicted - Shrimp, Actual - Shrimp
Image 3200: Predicted - Shrimp, Actual - Shrimp
Image 3201: Predicted - Shrimp, Actual - Shrimp
Image 3202: Predicted - Shrimp, Actual - Shrimp
Image 3203: Predicted - Shrimp, Actual - Shrimp
Image 3204: Predicted - Shrimp, Actual - Shrimp
Image 3205: Predicted - Shrimp, Actual - Shrimp
Image 3206: Predicted - Shrimp, Actual - Shrimp
Image 3207: Predicted - Shrimp, Actual - Shrimp
Image 3208: Predicted - Shrimp, Actual - Shrimp
Image 3209: Predicted - Shrimp, Actual - Shrimp
Image 3210: Predicted - Shrimp, Actual - Shrimp
Image 3211: Predicted - Shrimp, Actual - Shrimp
Image 3212: Predicted - Shrimp, Actual - Shrimp
Image 3213: Predicted - Shrimp, Actual - Shrimp
Image 3214: Predicted - Shrimp, Actual - Shrimp
Image 3215: Predicted - Shrimp, Actual - Shrimp
Image 3216: Predicted - Shrimp, Actual - Shrimp
Image 3217: Predicted - Shrimp, Actual - Shrimp
Image 3218: Predicted - Shrimp, Actual - Shrimp
Image 3219: Predicted - Shrimp, Actual - Shrimp
Image 3220: Predicted - Shrimp, Actual - Shrimp
Image 3221: Predicted - Shrimp, Actual - Shrimp
Image 3222: Predicted - Shrimp, Actual - Shrimp
Image 3223: Predicted - Shrimp, Actual - Shrimp
Image 3224: Predicted - Shrimp, Actual - Shrimp
Image 3225: Predicted - Shrimp, Actual - Shrimp
Image 3226: Predicted - Shrimp, Actual - Shrimp
Image 3227: Predicted - Shrimp, Actual - Shrimp
Image 3228: Predicted - Shrimp, Actual - Shrimp
Image 3229: Predicted - Shrimp, Actual - Shrimp
Image 3230: Predicted - Shrimp, Actual - Shrimp
Image 3231: Predicted - Shrimp, Actual - Shrimp
Image 3232: Predicted - Shrimp, Actual - Shrimp
Image 3233: Predicted - Sorubim, Actual - Sorubim
Image 3234: Predicted - Sorubim, Actual - Sorubim
Image 3235: Predicted - Sorubim, Actual - Sorubim
Image 3236: Predicted - Sorubim, Actual - Sorubim
Image 3237: Predicted - Sorubim, Actual - Sorubim
Image 3238: Predicted - Sorubim, Actual - Sorubim
Image 3239: Predicted - Sorubim, Actual - Sorubim
Image 3240: Predicted - Sorubim, Actual - Sorubim
Image 3241: Predicted - Sorubim, Actual - Sorubim
Image 3242: Predicted - Sorubim, Actual - Sorubim
Image 3243: Predicted - Sorubim, Actual - Sorubim
Image 3244: Predicted - Sorubim, Actual - Sorubim
Image 3245: Predicted - Sorubim, Actual - Sorubim
Image 3246: Predicted - Sorubim, Actual - Sorubim
Image 3247: Predicted - Sorubim, Actual - Sorubim
Image 3248: Predicted - Sorubim, Actual - Sorubim
Image 3249: Predicted - Sorubim, Actual - Sorubim
Image 3250: Predicted - Sorubim, Actual - Sorubim
Image 3251: Predicted - Sorubim, Actual - Sorubim
Image 3252: Predicted - Sorubim, Actual - Sorubim
Image 3253: Predicted - Sorubim, Actual - Sorubim
Image 3254: Predicted - Sorubim, Actual - Sorubim
Image 3255: Predicted - Sorubim, Actual - Sorubim
Image 3256: Predicted - Sorubim, Actual - Sorubim
Image 3257: Predicted - Sorubim, Actual - Sorubim
Image 3258: Predicted - Sorubim, Actual - Sorubim
Image 3259: Predicted - Sorubim, Actual - Sorubim
Image 3260: Predicted - Sorubim, Actual - Sorubim
Image 3261: Predicted - Sorubim, Actual - Sorubim
Image 3262: Predicted - Sorubim, Actual - Sorubim
Image 3263: Predicted - Sorubim, Actual - Sorubim
Image 3264: Predicted - Sorubim, Actual - Sorubim
Image 3265: Predicted - Sorubim, Actual - Sorubim
Image 3266: Predicted - Sorubim, Actual - Sorubim
Image 3267: Predicted - Sorubim, Actual - Sorubim
Image 3268: Predicted - Sorubim, Actual - Sorubim
Image 3269: Predicted - Sorubim, Actual - Sorubim
Image 3270: Predicted - Sorubim, Actual - Sorubim
Image 3271: Predicted - Bryconops, Actual - Sorubim
Image 3272: Predicted - Sorubim, Actual - Sorubim
Image 3273: Predicted - Sorubim, Actual - Sorubim
Image 3274: Predicted - Sorubim, Actual - Sorubim
Image 3275: Predicted - Sorubim, Actual - Sorubim
Image 3276: Predicted - Sorubim, Actual - Sorubim
Image 3277: Predicted - Sorubim, Actual - Sorubim
Image 3278: Predicted - Sorubim, Actual - Sorubim
Image 3279: Predicted - Sorubim, Actual - Sorubim
Image 3280: Predicted - Sorubim, Actual - Sorubim
Image 3281: Predicted - Sorubim, Actual - Sorubim
Image 3282: Predicted - Sorubim, Actual - Sorubim
Image 3283: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3284: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3285: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3286: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3287: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3288: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3289: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3290: Predicted - Shrimp, Actual - Striped Red Mullet
Image 3291: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3292: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3293: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3294: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3295: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3296: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3297: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3298: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3299: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3300: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3301: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3302: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3303: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3304: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3305: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3306: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3307: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3308: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3309: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3310: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3311: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3312: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3313: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3314: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3315: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3316: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3317: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3318: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3319: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3320: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3321: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3322: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3323: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3324: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3325: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3326: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3327: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3328: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3329: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3330: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3331: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3332: Predicted - Striped Red Mullet, Actual - Striped Red Mullet
Image 3333: Predicted - Tatia, Actual - Tatia
Image 3334: Predicted - Tatia, Actual - Tatia
Image 3335: Predicted - Tatia, Actual - Tatia
Image 3336: Predicted - Tatia, Actual - Tatia
Image 3337: Predicted - Tatia, Actual - Tatia
Image 3338: Predicted - Tatia, Actual - Tatia
Image 3339: Predicted - Tatia, Actual - Tatia
Image 3340: Predicted - Tatia, Actual - Tatia
Image 3341: Predicted - Tatia, Actual - Tatia
Image 3342: Predicted - Tatia, Actual - Tatia
Image 3343: Predicted - Tatia, Actual - Tatia
Image 3344: Predicted - Tatia, Actual - Tatia
Image 3345: Predicted - Tatia, Actual - Tatia
Image 3346: Predicted - Tatia, Actual - Tatia
Image 3347: Predicted - Tatia, Actual - Tatia
Image 3348: Predicted - Tatia, Actual - Tatia
Image 3349: Predicted - Tatia, Actual - Tatia
Image 3350: Predicted - Tatia, Actual - Tatia
Image 3351: Predicted - Tatia, Actual - Tatia
Image 3352: Predicted - Tatia, Actual - Tatia
Image 3353: Predicted - Tatia, Actual - Tatia
Image 3354: Predicted - Tatia, Actual - Tatia
Image 3355: Predicted - Tatia, Actual - Tatia
Image 3356: Predicted - Tatia, Actual - Tatia
Image 3357: Predicted - Tatia, Actual - Tatia
Image 3358: Predicted - Tatia, Actual - Tatia
Image 3359: Predicted - Tatia, Actual - Tatia
Image 3360: Predicted - Tatia, Actual - Tatia
Image 3361: Predicted - Tatia, Actual - Tatia
Image 3362: Predicted - Tatia, Actual - Tatia
Image 3363: Predicted - Tatia, Actual - Tatia
Image 3364: Predicted - Tatia, Actual - Tatia
Image 3365: Predicted - Tatia, Actual - Tatia
Image 3366: Predicted - Tatia, Actual - Tatia
Image 3367: Predicted - Tatia, Actual - Tatia
Image 3368: Predicted - Tatia, Actual - Tatia
Image 3369: Predicted - Tatia, Actual - Tatia
Image 3370: Predicted - Tatia, Actual - Tatia
Image 3371: Predicted - Tatia, Actual - Tatia
Image 3372: Predicted - Tatia, Actual - Tatia
Image 3373: Predicted - Tatia, Actual - Tatia
Image 3374: Predicted - Tatia, Actual - Tatia
Image 3375: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3376: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3377: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3378: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3379: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3380: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3381: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3382: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3383: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3384: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3385: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3386: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3387: Predicted - Sorubim, Actual - Tetragonopterus
Image 3388: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3389: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3390: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3391: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3392: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3393: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3394: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3395: Predicted - Sorubim, Actual - Tetragonopterus
Image 3396: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3397: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3398: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3399: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3400: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3401: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3402: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3403: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3404: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3405: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3406: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3407: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3408: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3409: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3410: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3411: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3412: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3413: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3414: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3415: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3416: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3417: Predicted - Copella, Actual - Tetragonopterus
Image 3418: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3419: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3420: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3421: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3422: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3423: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3424: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3425: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3426: Predicted - Bryconops, Actual - Tetragonopterus
Image 3427: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3428: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3429: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3430: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3431: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3432: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3433: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3434: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3435: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3436: Predicted - Tetragonopterus, Actual - Tetragonopterus
Image 3437: Predicted - Moenkhausia, Actual - Tetragonopterus
Image 3438: Predicted - Moenkhausia, Actual - Tetragonopterus
Image 3439: Predicted - Moenkhausia, Actual - Tetragonopterus
Image 3440: Predicted - Moenkhausia, Actual - Tetragonopterus
Image 3441: Predicted - Trout, Actual - Trout
Image 3442: Predicted - Trout, Actual - Trout
Image 3443: Predicted - Trout, Actual - Trout
Image 3444: Predicted - Trout, Actual - Trout
Image 3445: Predicted - Trout, Actual - Trout
Image 3446: Predicted - Trout, Actual - Trout
Image 3447: Predicted - Trout, Actual - Trout
Image 3448: Predicted - Trout, Actual - Trout
Image 3449: Predicted - Trout, Actual - Trout
Image 3450: Predicted - Trout, Actual - Trout
Image 3451: Predicted - Trout, Actual - Trout
Image 3452: Predicted - Trout, Actual - Trout
Image 3453: Predicted - Trout, Actual - Trout
Image 3454: Predicted - Trout, Actual - Trout
Image 3455: Predicted - Trout, Actual - Trout
Image 3456: Predicted - Trout, Actual - Trout
Image 3457: Predicted - Trout, Actual - Trout
Image 3458: Predicted - Trout, Actual - Trout
Image 3459: Predicted - Trout, Actual - Trout
Image 3460: Predicted - Trout, Actual - Trout
Image 3461: Predicted - Trout, Actual - Trout
Image 3462: Predicted - Trout, Actual - Trout
Image 3463: Predicted - Trout, Actual - Trout
Image 3464: Predicted - Trout, Actual - Trout
Image 3465: Predicted - Trout, Actual - Trout
Image 3466: Predicted - Trout, Actual - Trout
Image 3467: Predicted - Trout, Actual - Trout
Image 3468: Predicted - Trout, Actual - Trout
Image 3469: Predicted - Trout, Actual - Trout
Image 3470: Predicted - Trout, Actual - Trout
Image 3471: Predicted - Copella, Actual - Tyttocharax
Image 3472: Predicted - Hyphessobrycon, Actual - Tyttocharax
Image 3473: Predicted - Tyttocharax, Actual - Tyttocharax
Image 3474: Predicted - Copella, Actual - Tyttocharax
Image 3475: Predicted - Copella, Actual - Tyttocharax
Image 3476: Predicted - Copella, Actual - Tyttocharax
Image 3477: Predicted - Copella, Actual - Tyttocharax
Image 3478: Predicted - Copella, Actual - Tyttocharax
Image 3479: Predicted - Copella, Actual - Tyttocharax
Image 3480: Predicted - Copella, Actual - Tyttocharax
Image 3481: Predicted - Copella, Actual - Tyttocharax
Image 3482: Predicted - Copella, Actual - Tyttocharax
Image 3483: Predicted - Copella, Actual - Tyttocharax
Image 3484: Predicted - Copella, Actual - Tyttocharax
Image 3485: Predicted - Copella, Actual - Tyttocharax
Image 3486: Predicted - Copella, Actual - Tyttocharax
Image 3487: Predicted - Copella, Actual - Tyttocharax
Image 3488: Predicted - Copella, Actual - Tyttocharax
Image 3489: Predicted - Copella, Actual - Tyttocharax
Image 3490: Predicted - Copella, Actual - Tyttocharax
Image 3491: Predicted - Copella, Actual - Tyttocharax
Image 3492: Predicted - Copella, Actual - Tyttocharax
Image 3493: Predicted - Copella, Actual - Tyttocharax
Image 3494: Predicted - Copella, Actual - Tyttocharax
Image 3495: Predicted - Copella, Actual - Tyttocharax
Image 3496: Predicted - Tyttocharax, Actual - Tyttocharax
Image 3497: Predicted - Hemigrammus, Actual - Tyttocharax
Image 3498: Predicted - Hemigrammus, Actual - Tyttocharax
Image 3499: Predicted - Apistogramma, Actual - Tyttocharax
Image 3500: Predicted - Copella, Actual - Tyttocharax
Image 3501: Predicted - Tyttocharax, Actual - Tyttocharax
Image 3502: Predicted - Hemigrammus, Actual - Tyttocharax
Image 3503: Predicted - Tyttocharax, Actual - Tyttocharax
Image 3504: Predicted - Copella, Actual - Tyttocharax
Image 3505: Predicted - Copella, Actual - Tyttocharax
Image 3506: Predicted - Copella, Actual - Tyttocharax
Image 3507: Predicted - Tyttocharax, Actual - Tyttocharax
Image 3508: Predicted - Tyttocharax, Actual - Tyttocharax
Image 3509: Predicted - Copella, Actual - Tyttocharax
Image 3510: Predicted - Copella, Actual - Tyttocharax
Image 3511: Predicted - Copella, Actual - Tyttocharax
Image 3512: Predicted - Copella, Actual - Tyttocharax
Image 3513: Predicted - Hyphessobrycon, Actual - Tyttocharax
